,PROPOSED INSTRUCTIONAL CYCLE SKELETON ,,,,,,,,,,,,,
,"Rhyme Time
Introduction - 100, 1000, 9999",,, Students will visually connect quantity counts to 4-digit number names.,"A repeating rhyme about thousands , hundreds and ones. As the rhyme plays, objects pop up in Thousand-bundles and Hundred-bundles.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Drag and Drop",,Place value,To understand the relationship between hundreds and thousands by regrouping units to represent a larger number.,"A 4-digit multiple of 1000 is displayed (e.g., 4000). Several thousand-bundles are provided on the screen. Students must drag and drop the correct number of Thousand-bundles into a box to match the number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Story time
Number - 1000 to 5000 ( Random numbers )",,Place value,Students will conceptualize the Th- H-T-O structure and the role of zero in number formation.,"The story explains how to form numbers using Thousand, Hundreds, Tens, and Ones bundles. It also explains the Zero Guard (placeholder) to avoid common writing errors.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Drag and fill",,Place Value (Expansion),"To expand a four-digit number by identifying and representing the value of each digit in its respective place (Thousands, Hundreds, Tens, and Ones).","A 4-digit number is displayed (e.g., 4562). Three baskets are provided: Hundreds, Tens, and Ones. Students must drag and drop the correct quantities—4 Thousand -bundles, 5 Hundred-bundles, 6 Ten-bundles, and 2 Loose sticks—into their respective baskets.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Match it",,Place Value (4-Digit Representation),Students will translate visual quantities into their corresponding numerical representations.,"Two columns are shown. One column has sets of bundles (e.g., 2 Thousands 3 Hundreds and 3 Tens) and the other has numbers (e.g., 2330). Students must draw a line to match the bundles to the correct number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Let us learn 
Comparison - Explanation video",,,Students will compare 4-digit values by prioritizing the Hundred's place value over smaller units.,"A short video shows that the side with more Hundred-bundles is always the winner, even if the other side has many loose sticks.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Pop the ballon
",,Number Recognition & Place Value Discrimination,To identify the correct 4-digit number by distinguishing between similar-looking numerical sequences based on an auditory prompt.,"An audio prompt says a number (e.g., 3013). Two doors appear with similar-looking numbers (e.g., 3013 vs 3031). Students must tap the correct door to move forward.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Sign Drop",,Comparing and Ordering Numbers,To compare two four-digit numbers using comparison symbols based on the value of their digits in the highest place positions.,"Two sets of bundles are shown side-by-side with their total numbers written below them (e.g., 3140 vs 2899). Students must drag and drop the correct comparison symbol (>, <, or =) into the space between them.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"4. Arrange the numbers
Explanation Video",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"
Game 1
Number line",,Missing numbers,To sequence numbers and identify missing numbers in a series.,"A horizontal number line is displayed with a few empty slots. Below the line, four fish-shaped cards containing different numbers are swimming. Students must identify the sequence of the number line and drag the correct fish into its matching missing spot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Number line ",,Sequencing,To order 4-digit numbers correctly by comparing their values.,"An empty horizontal line is shown with a ""Smallest"" sign on the left and a ""Largest"" sign on the right. Several fish swimming across carry 4-digit numbers. Students must drag the fish and place them in the correct sequence on the line, following the order (smallest to largest or largest to smallest) as instructed.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,
,"Level 4  ( Grade 4 )

  Week 1  
Session 2 ",,,,,FALSE,FALSE,,,,,,,
,"Rhyme Time
Introduction - Multiples of 1000 ( 5000 to 9000 )",,, Students will visually connect quantity counts to 4-digit number names.," A repeating number rhyme (5000–9000) plays while objects pop up one by one to match the count. Students listen first, then sing along while watching.",FALSE,FALSE,,,,,,,
,"Game 1
Drag and Drop",,Place value,To understand the relationship between hundreds and thousands by regrouping units to represent a larger number.,"A 4-digit multiple of 1000 is displayed (e.g., 6000). Several thousand-bundles are provided on the screen. Students must drag and drop the correct number of Thousand-bundles into a box to match the number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Story time
Number - 1000 to 9,999 ( Random numbers )",,Place value,Students will conceptualize the Th- H-T-O structure and the role of zero in number formation.,"The story explains how to form numbers using Thousand, Hundreds, Tens, and Ones bundles. It also explains the Zero Guard (placeholder) to avoid common writing errors.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Drag and fill",,Place Value (Expansion),"To expand a four-digit number by identifying and representing the value of each digit in its respective place (Thousands, Hundreds, Tens, and Ones).","A 4-digit number is displayed (e.g., 7562). Three baskets are provided: Thousand, Hundreds, Tens, and Ones. Students must drag and drop the correct quantities—7 Thousand -bundles, 5 Hundred-bundles, 6 Ten-bundles, and 2 Loose sticks—into their respective baskets.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Match it",,Place Value (4-Digit Representation),Students will translate visual quantities into their corresponding numerical representations.,"Two columns are shown. One column has sets of bundles (e.g., 6 Thousands 3 Hundreds and 3 Tens) and the other has numbers (e.g., 6330). Students must draw a line to match the bundles to the correct number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Let us learn 
Comparison - Explanation video",,,Students will compare 4-digit values by prioritizing the Hundred's place value over smaller units.,"A short video shows that the side with more Hundred-bundles is always the winner, even if the other side has many loose sticks.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Pop the ballon
",,Number Recognition & Place Value Discrimination,To identify the correct 4-digit number by distinguishing between similar-looking numerical sequences based on an auditory prompt.,"An audio prompt says a number (e.g., 7013). Two doors appear with similar-looking numbers (e.g., 7013 vs 031). Students must tap the correct door to move forward.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Sign drop",,Comparing and Ordering Numbers,To compare two four-digit numbers using comparison symbols based on the value of their digits in the highest place positions.,"Two sets of bundles are shown side-by-side with their total numbers written below them (e.g., 7140 vs 9899). Students must drag and drop the correct comparison symbol (>, <, or =) into the space between them.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"4. Arrange the numbers
Explanation Video",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"
Game 1
Number line",,Missing numbers,To sequence numbers and identify missing numbers in a series.,"A horizontal number line is displayed with a few empty slots. Below the line, four fish-shaped cards containing different numbers are swimming. Students must identify the sequence of the number line and drag the correct fish into its matching missing spot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Number line ",,Sequencing,To order 4-digit numbers correctly by comparing their values.,"An empty horizontal line is shown with a ""Smallest"" sign on the left and a ""Largest"" sign on the right. Several fish swimming across carry 4-digit numbers. Students must drag the fish and place them in the correct sequence on the line, following the order (smallest to largest or largest to smallest) as instructed.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Level 4 ( Grade 4 )
  Week 1  
Session 3  ",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,Revision video - Numbers 1000 to 9999,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Drag and drop, drag and fill, match it, number line",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
," Level 5 ( Grade 5 )
  Week 1  
Session 1  ",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Rhyme Time
Introduction -  10,000 to 1,00,000",,, Students will visually connect quantity counts to 5-digit number names.,"A lakhs rhyme with visuals will be played. As the rhyme counts, Lakh units appear on the screen to show the value.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Drag and Drop",,Place value,To understand the relationship between hundreds and thousands by regrouping units to represent a larger number.,"A 5-digit multiple of 10,000 is displayed (e.g., 40,000). Several Ten thousand-bundles are provided on the screen. Students must drag and drop the correct number of Ten Thousand-bundles into a box to match the number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Story time
Number - 10,000 to 50,000 ( Random numbers )",,Place value,Students will conceptualize the L-TTh-Th- H-T-O structure and the role of zero in number formation.,"The story explains how to form numbers using Ten Thousand, Thousand, Hundreds, Tens, and Ones bundles. It also explains the Zero Guard (placeholder) to avoid common writing errors.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Drag and fill",,Place Value (Expansion),"To expand a Five-digit number by identifying and representing the value of each digit in its respective place (Thousands, Hundreds, Tens, and Ones).","A 5-digit number is displayed (e.g., 14,562). Three baskets are provided: Ten thousand, Thousand, Hundreds, Tens, and Ones. Students must drag and drop the correct quantities—1 ten thousand bundles, 4 Thousand -bundles, 5 Hundred-bundles, 6 Ten-bundles, and 2 Loose sticks—into their respective baskets.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Match it",,Place Value (5-Digit Representation),Students will translate visual quantities into their corresponding numerical representations.,"Two columns are shown. One column has sets of bundles (e.g., 2 ten thousand,  1 Thousands,  3 Hundreds and 3 Tens) and the other has numbers (e.g., 21,330). Students must draw a line to match the bundles to the correct number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Let us learn 
Comparison - Explanation video",,,Students will compare 5-digit values by prioritizing the Hundred's place value over smaller units.,"A short video shows that the side with more Hundred-bundles is always the winner, even if the other side has many loose sticks.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Pop the ballon
",,Number Recognition & Place Value Discrimination,To identify the correct 5-digit number by distinguishing between similar-looking numerical sequences based on an auditory prompt.,"An audio prompt plays a 5-digit number. Two balloons float on the screen with similar-looking numbers. Students must tap (pop) the correct balloon to move forward.
Ex : 33,013 and 33,103",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Sign Drop",,Comparing and Ordering Numbers,To compare two four-digit numbers using comparison symbols based on the value of their digits in the highest place positions.,"Two sets of bundles are shown side-by-side with their total numbers written below them (e.g., 43140 vs 42899). Students must drag and drop the correct comparison symbol (>, <, or =) into the space between them.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"4. Arrange the numbers
",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"
Game 1
Number line",,Missing numbers,To sequence numbers and identify missing numbers in a series.,"A horizontal number line is displayed with a few empty slots. Below the line, four fish-shaped cards containing different numbers are swimming. Students must identify the sequence of the number line and drag the correct fish into its matching missing spot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Number line ",,Sequencing,To order 5-digit numbers correctly by comparing their values.,"An empty horizontal line is shown with a ""Smallest"" sign on the left and a ""Largest"" sign on the right. Several fish swimming across carry 5-digit numbers. Students must drag the fish and place them in the correct sequence on the line, following the order (smallest to largest or largest to smallest) as instructed.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,
,"Level 5  ( Grade 5 )

  Week 1  
Session 2 ",,,,,FALSE,FALSE,,,,,,,
,"Rhyme Time
Introduction - 50,000 to 1,00,000",,, Students will visually connect quantity counts to 5-digit number names.," A repeating number rhyme (500,00–1,00,000) plays while objects pop up one by one to match the count. Students listen first, then sing along while watching.",FALSE,FALSE,,,,,,,
,"Game 1
Drag and Drop",,Place value,To understand the relationship between hundreds and thousands by regrouping units to represent a larger number.,"A 5-digit multiple of 10,000 is displayed (e.g., 60,000). Several Ten thousand-bundles are provided on the screen. Students must drag and drop the correct number of Ten Thousand-bundles into a box to match the number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Story time
Number - 50,000 to 99,999 ( Random numbers )",,Place value,"Students will conceptualize the TTh, Th- H-T-O structure and the role of zero in number formation.","The story explains how to form numbers using Ten thousand, Thousand, Hundreds, Tens, and Ones bundles. It also explains the Zero Guard (placeholder) to avoid common writing errors.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Drag and fill",,Place Value (Expansion),"To expand a four-digit number by identifying and representing the value of each digit in its respective place (Ten Thousand, Thousands, Hundreds, Tens, and Ones).","A 5-digit number is displayed (e.g., 57562). Three baskets are provided: Ten Thousand, Thousand, Hundreds, Tens, and Ones. Students must drag and drop the correct quantities—5 Ten thousand, 7 Thousand -bundles, 5 Hundred-bundles, 6 Ten-bundles, and 2 Loose sticks—into their respective baskets.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Match it",,Place Value (5-Digit Representation),Students will translate visual quantities into their corresponding numerical representations.,"Two columns are shown. One column has sets of bundles (e.g., 4 Ten Thousand, 6 Thousands 3 Hundreds and 3 Tens) and the other has numbers (e.g., 46,330). Students must draw a line to match the bundles to the correct number.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Let us learn 
Comparison - Explanation video",,,Students will compare 5-digit values by prioritizing the Hundred's place value over smaller units.,"A short video shows that the side with more Hundred-bundles is always the winner, even if the other side has many loose sticks.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 1
Pop the ballon
",,Number Recognition & Place Value Discrimination,To identify the correct 5-digit number by distinguishing between similar-looking numerical sequences based on an auditory prompt.,"An audio prompt says a number (e.g., 67013). Two doors appear with similar-looking numbers (e.g., 67013 vs 67031). Students must tap the correct door to move forward.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Sign drop",,Comparing and Ordering Numbers,To compare two five-digit numbers using comparison symbols based on the value of their digits in the highest place positions.,"Two sets of bundles are shown side-by-side with their total numbers written below them (e.g., 77140 vs 79899). Students must drag and drop the correct comparison symbol (>, <, or =) into the space between them.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"4. Arrange the numbers
Explanation Video",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"
Game 1
Number line",,Missing numbers,To sequence numbers and identify missing numbers in a series.,"A horizontal number line is displayed with a few empty slots. Below the line, four fish-shaped cards containing different numbers are swimming. Students must identify the sequence of the number line and drag the correct fish into its matching missing spot",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Game 2
Number line ",,Sequencing,To order 5-digit numbers correctly by comparing their values.,"An empty horizontal line is shown with a ""Smallest"" sign on the left and a ""Largest"" sign on the right. Several fish swimming across carry 5-digit numbers. Students must drag the fish and place them in the correct sequence on the line, following the order (smallest to largest or largest to smallest) as instructed.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"Level 5 ( Grade 5 )
  Week 1  
Session 3  ",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Revision video - Numbers 10,000 to 1,00,000",,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,"Drag and drop, drag and fill, match it, number line",,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
